MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings
4.985,95.758,287.406,287.1673997,22,266.238,0,1,1,0,1,5,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f3c0>
5.5258,99.4654,325.537,325.2980795,23,286.225,2,3,3,2,3,17,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f440>
5.64556,109.526,354.49,354.2194948,26,324.25,0,3,3,0,3,7,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f4c0>
-0.0664,83.2532,318.328,318.1259432,23,301.192,1,6,6,1,7,3,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f540>
4.2711,96.8847,314.498,314.1816698,22,288.29,1,2,2,1,3,4,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f5c0>
1.5299,81.4195,295.379,295.1783583,21,270.179,2,5,5,2,5,9,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f640>
1.8325,67.6155,259.306,259.0434388,18,248.218,0,3,4,0,4,4,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f6c0>
2.35478,72.9604,245.33,245.1640456,18,226.178,2,5,3,2,5,2,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f740>
2.5305,99.2256,367.506,367.2489978,26,332.226,2,5,5,2,5,13,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f7c0>
2.5822,96.3247,371.393,371.1481208,27,350.225,1,8,8,1,8,4,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f840>
2.35478,72.9604,245.33,245.1640456,18,226.178,2,5,3,2,5,2,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f8c0>
-0.768,83.0924,337.456,337.0449357,20,322.336,8,9,6,8,12,7,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f940>
-3.0132,34.9862,178.14,178.047738,12,168.06,4,6,6,4,6,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3f9c0>
3.6778,130.1241,479.533,479.2056356,35,450.301,1,9,8,1,9,9,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fa40>
7.4898,138.1357,473.407,472.1221521,33,451.231,1,4,4,1,6,4,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fac0>
1.3225,87.8068,331.467,331.1136669,21,310.299,2,7,8,2,9,10,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fb40>
0.2486,85.8502,330.339,330.1259432,24,313.203,1,6,6,1,7,3,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fbc0>
3.4115,108.3236,427.368,426.1364647,28,399.144,2,4,4,2,6,2,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fc40>
2.5822,96.3247,371.393,371.1481208,27,350.225,1,8,8,1,8,4,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fcc0>
-1.4342,103.1291,403.479,403.2118182,29,374.247,3,8,7,3,8,12,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fd40>
3.6993,125.1008,488.577,488.2410181,35,452.289,1,8,8,1,8,6,192,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f0ce40>
4.4479,82.3485,378.316,378.1166825,26,362.188,2,3,3,2,9,2,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fe40>
4.4627,139.846,532.472,531.1803952,36,501.224,0,8,8,0,10,8,192,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fec0>
3.37,69.502,228.291,228.1150298,17,212.163,0,2,2,0,2,4,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3ff40>
3.1432,106.0186,391.572,391.2853833,28,352.26,2,4,4,2,4,4,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c040>
0.9563,66.6715,254.265,254.0822668,19,242.169,0,4,4,0,4,3,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c0c0>
-0.6714,81.0482,319.316,319.1211922,23,303.188,1,7,7,1,8,3,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c140>
3.639,56.2848,178.275,178.1357652,13,160.131,1,1,1,1,1,2,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c1c0>
4.1955,110.8378,404.547,404.2562743,29,368.259,1,5,5,1,5,6,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c240>
0.9563,66.6715,254.265,254.0822668,19,242.169,0,4,4,0,4,3,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c2c0>
2.55,54.2544,179.307,179.1673997,13,158.139,2,1,1,2,1,1,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c340>
4.7145,104.2545,369.505,369.2303939,27,338.257,1,4,4,1,4,2,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c3c0>
-0.19628,64.6065,267.245,267.0967539,19,254.141,2,9,6,2,9,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c440>
4.8878,106.948,382.891,382.1448057,27,359.707,0,4,3,0,5,1,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c4c0>
-0.1927,92.58,369.329,369.085949,27,354.209,0,8,8,0,8,5,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c540>
-1.9709,61.6057,255.234,255.0967539,18,242.13,5,9,8,5,9,5,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c5c0>
3.2166,94.2251,308.425,308.1888634,23,284.233,3,3,2,3,3,6,120,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c640>
-1.6612,70.732,300.226,300.0393331,22,292.162,2,8,8,2,8,4,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c6c0>
0.2093,92.4125,360.365,360.1365079,26,341.213,0,7,7,0,8,2,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c740>
4.1066,116.6737,427.526,427.1565773,30,402.326,1,7,6,1,8,5,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c7c0>
2.0299,94.4357,326.831,326.1298243,23,307.679,1,4,4,1,5,1,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c840>
1.884,59.1912,261.089,260.0248197,14,245.969,1,4,2,1,7,5,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c8c0>
-0.196,30.2686,142.201,141.9758361,7,136.153,1,3,3,1,5,2,44,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c940>
4.5856,115.4548,418.574,418.2719243,30,380.27,1,5,5,1,5,6,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4c9c0>
1.9467,64.8018,245.113,244.0282517,15,235.033,4,4,4,4,6,1,80,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ca40>
2.2663,105.5771,408.882,408.1451996,28,383.682,3,7,7,3,8,8,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cac0>
2.4092,103.4048,414.41,414.1314677,30,392.234,1,8,8,1,8,4,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cb40>
2.89974,93.0211,345.424,345.1147125,24,326.272,1,6,5,1,7,5,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cbc0>
-0.1879,66.5699,254.286,254.1266571,18,236.142,4,6,5,4,6,6,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cc40>
3.83236,97.9,325.428,325.1809182,24,300.228,0,3,3,0,3,6,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ccc0>
6.1178,106.477,429.134,426.9812728,26,416.03,0,4,4,0,8,6,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cd40>
3.9643,96.3877,384.259,383.0691134,25,365.107,1,5,5,1,7,4,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cdc0>
1.8135,103.576,387.887,387.1480939,27,363.695,0,5,5,0,6,8,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ce40>
5.1796,85.7817,306.236,305.0738049,20,289.1,1,1,1,1,3,2,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cec0>
2.28752,96.496,325.46,325.2266459,24,298.244,0,5,5,0,5,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cf40>
1.2384,114.2307,423.489,423.1925455,31,396.273,1,7,6,1,7,9,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4cfc0>
-1.228,36.0474,148.207,148.0437731,9,138.127,2,3,4,2,4,2,54,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d040>
1.0895,73.007,272.37,272.1194635,18,252.21,3,5,4,3,6,6,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d0c0>
1.0895,73.007,272.37,272.1194635,18,252.21,3,5,4,3,6,6,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d140>
1.2324,117.2727,437.516,437.2081956,32,408.284,1,7,6,1,7,9,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d1c0>
1.1057,108.8144,423.526,423.238827,30,388.246,3,7,7,3,7,10,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d240>
1.0485,109.1687,415.51,415.2238457,30,384.262,1,7,6,1,7,9,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d2c0>
4.5284,95.479,314.86,314.1549764,22,291.676,0,2,2,0,3,4,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d340>
2.27486,86.6025,309.406,309.1940083,22,282.19,2,5,5,2,5,7,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d3c0>
3.24884,92.5,307.397,307.1684623,23,286.229,0,4,3,0,4,3,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d440>
4.7866,148.0045,562.664,562.293913,39,517.304,0,8,7,0,9,14,218,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d4c0>
0.0696,62.808,210.285,210.1592946,15,192.141,0,6,6,0,6,3,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d540>
-1.98,62.7448,267.245,267.0967539,19,254.141,5,9,9,5,9,2,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d5c0>
3.5664,85.2792,302.37,302.1518092,22,280.194,4,4,4,4,4,5,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d640>
7.7098,276.9128,1035.238,1034.534037,74,956.614,0,18,16,0,18,27,406,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d6c0>
0.7358,70.2988,306.276,306.1040654,22,294.18,1,7,7,1,9,5,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d740>
4.43,120.8678,500.579,500.1844298,34,469.331,1,5,6,1,9,4,188,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d7c0>
4.0511,118.0218,484.967,484.1828082,33,453.719,1,5,5,1,8,4,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d840>
3.9598,73.589,263.793,263.0535481,17,249.681,0,1,2,0,3,2,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d8c0>
2.3659,91.8265,325.449,325.2253085,23,294.201,2,5,5,2,5,12,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d940>
-2.917,35.562,180.206,179.9561978,10,176.174,0,4,6,0,6,3,58,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4d9c0>
3.12852,86.0245,293.37,293.1528122,22,274.218,0,4,4,0,4,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4da40>
0.4612,87.8062,350.345,350.1321715,25,332.201,1,6,6,1,8,3,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dac0>
3.3265,88.1777,329.371,329.1427217,24,309.211,1,4,4,1,5,4,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4db40>
3.1652,75.693,240.35,240.1626486,18,220.19,0,2,2,0,2,5,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dbc0>
2.1461,60.649,204.298,204.0721194,14,192.202,0,2,3,0,3,1,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dc40>
-2.9879,69.1755,363.198,363.0391097,24,352.11,4,12,12,4,14,4,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dcc0>
4.106,65.2048,206.329,206.1670653,15,184.153,1,1,1,1,1,2,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dd40>
5.5773,188.176,705.647,704.2393071,49,667.343,0,12,12,0,14,11,256,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ddc0>
4.2975,110.646,381.907,381.1607901,27,357.715,0,4,4,0,5,3,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4de40>
3.1652,75.693,240.35,240.1626486,18,220.19,0,2,2,0,2,5,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dec0>
-2.7566,13.0025,122.98,122.9499805,7,122.98,0,5,5,0,6,1,42,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4df40>
2.6958,62.7974,198.269,198.1156984,15,184.157,2,2,2,2,2,0,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4dfc0>
4.8697,94.6258,310.481,310.2296656,23,280.241,1,1,1,1,1,1,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e040>
1.7737,75.276,303.293,303.1019195,22,289.181,0,6,5,0,7,2,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e0c0>
5.5773,188.176,705.647,704.2393071,49,667.343,0,12,12,0,14,11,256,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e140>
9.029,282.1828,1029.278,1028.559858,74,948.638,0,16,14,0,16,28,404,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e1c0>
4.2975,110.646,381.907,381.1607901,27,357.715,0,4,4,0,5,3,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e240>
2.0835,18.04,168.036,168.000984,10,166.02,0,1,1,0,7,2,62,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e2c0>
2.7529,155.9434,656.662,656.1563621,46,624.406,3,13,14,3,14,6,244,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e340>
-0.989,65.7881,268.273,268.117155,19,252.145,4,8,8,4,8,2,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e3c0>
2.7168,112.8666,430.541,430.2355388,31,396.269,2,6,6,2,6,4,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e440>
3.0356,82.3238,277.408,277.2041791,20,250.192,1,3,3,1,3,5,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e4c0>
3.0356,82.3238,277.408,277.2041791,20,250.192,1,3,3,1,3,5,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e540>
3.5519,132.524,470.017,469.2244529,33,437.761,0,7,7,0,8,10,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e5c0>
-0.2105,58.3785,236.231,236.0909402,17,224.135,2,7,6,2,7,2,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e640>
-0.4308,133.9223,557.509,557.1765761,40,533.317,4,11,9,4,14,7,210,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e6c0>
2.4484,68.1951,317.223,317.0623405,22,307.143,1,7,4,1,10,2,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e740>
3.8145,106.8424,372.553,372.2776784,27,336.265,2,4,2,2,4,1,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e7c0>
0.6059,93.9307,367.466,367.2238457,26,336.218,1,7,6,1,7,8,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e840>
0.9608,60.2538,238.243,238.0953569,17,224.131,4,6,4,4,6,5,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e8c0>
4.8773,96.653,291.438,291.1986998,22,266.238,0,1,1,0,1,4,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e940>
-0.5046,53.1392,211.221,211.0956913,15,198.117,3,6,6,3,6,2,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4e9c0>
3.3581,122.0366,465.953,465.1830623,32,436.721,3,7,6,3,9,9,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ea40>
-2.7083,63.7744,268.273,268.117155,19,252.145,2,8,6,2,8,3,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4eac0>
3.55938,114.428,419.52,419.2140299,31,391.296,0,4,4,0,5,4,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4eb40>
-1.5133,46.6056,212.211,212.0395471,12,199.107,3,5,6,3,7,7,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ebc0>
6.3191,164.3702,610.671,610.2539828,45,576.399,1,12,11,1,12,10,232,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ec40>
-0.2974,66.365,285.691,285.0628669,19,273.595,4,8,8,4,9,2,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ecc0>
5.1447,69.6528,289.545,287.9511625,17,282.489,1,2,2,1,5,2,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ed40>
2.7168,112.8666,430.541,430.2355388,31,396.269,2,6,6,2,6,4,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4edc0>
0.0356,44.1964,170.232,170.1186523,12,154.104,2,3,3,2,3,3,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ee40>
2.3184,90.3922,312.417,312.1950114,23,288.225,1,5,4,1,5,2,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4eec0>
1.0561,120.5537,465.617,465.1523376,31,436.385,1,7,8,1,9,9,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ef40>
2.0098,64.1078,256.096,255.0078506,16,249.04,4,5,5,4,7,1,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4efc0>
3.2015,78.7144,318.339,318.1555126,22,297.171,2,4,4,2,7,9,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f040>
8.6443,132.3088,500.432,499.1656546,33,470.192,1,2,2,1,7,10,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f0c0>
5.3485,101.4793,366.844,366.1022721,26,347.692,1,3,3,1,4,2,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f140>
3.2934,113.0056,410.465,410.1773101,30,385.265,2,5,5,2,6,8,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f1c0>
3.7357,217.6901,853.918,853.3309553,62,802.51,4,15,14,4,15,10,328,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f240>
3.59042,112.258,410.493,410.2118043,30,383.277,0,6,6,0,7,4,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f2c0>
2.6346,77.4028,263.381,263.188529,19,238.181,1,3,3,1,3,4,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f340>
3.738,118.6652,406.482,406.1892573,30,380.274,3,6,5,3,6,10,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f3c0>
1.2496,130.3767,497.568,497.229325,36,464.304,1,9,8,1,9,11,194,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f440>
1.9263,62.1097,256.092,254.9966172,16,249.036,1,4,3,1,6,0,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f4c0>
5.3467,120.1165,411.521,411.1965683,31,384.305,0,3,3,0,3,4,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f540>
2.4789,81.069,265.36,265.1578976,20,246.208,0,3,3,0,3,0,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f5c0>
3.2018,102.1861,388.42,388.1634365,28,364.228,1,8,7,1,8,6,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f640>
-2.85383,35.6692,130.175,130.1087218,9,118.079,6,5,1,6,5,0,52,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f6c0>
0.541,81.1084,321.337,321.1437041,23,302.185,2,9,9,2,9,7,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f740>
4.2668,115.9235,422.92,422.162187,30,399.736,2,7,6,2,8,8,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f7c0>
4.7536,214.0775,778.947,778.3941647,57,724.515,2,12,11,2,12,7,302,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f840>
1.7158,66.3524,253.718,253.0188939,16,245.654,2,5,6,2,7,1,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f8c0>
3.51522,86.7301,369.368,369.0758823,25,355.256,1,5,4,1,9,5,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f940>
0.612,73.3747,324.449,324.02722,19,308.321,3,6,6,3,9,3,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4f9c0>
-0.70908,56.1955,224.216,224.0797069,16,212.12,2,6,5,2,6,2,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fa40>
2.4789,81.069,265.36,265.1578976,20,246.208,0,3,3,0,3,0,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fac0>
2.4493,88.6459,317.385,317.1627082,23,294.201,5,5,5,5,5,8,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fb40>
-0.7831,42.333,186.207,186.0903061,13,172.095,0,4,4,0,4,8,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fbc0>
2.0738,93.3236,351.463,351.2176977,25,320.215,2,5,5,2,5,10,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fc40>
3.2596,203.6044,807.89,807.3466054,58,754.466,5,15,14,5,15,8,314,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fcc0>
0.2848,82.6002,360.262,360.0522199,25,347.158,1,8,6,1,9,5,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fd40>
2.7322,63.4489,236.296,236.0619486,16,224.2,3,4,3,3,5,2,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fdc0>
2.7322,63.4489,236.296,236.0619486,16,224.2,3,4,3,3,5,2,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fe40>
4.4965,105.9578,370.533,370.2507949,27,336.261,1,3,3,1,3,2,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4fec0>
2.4232,22.958,200.053,200.0072123,12,197.029,0,1,1,0,8,2,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d4ff40>
-8.5645,137.7351,645.608,645.2480135,44,602.264,14,19,19,14,19,9,256,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58040>
-0.7976,82.2855,324.341,324.1546031,23,304.181,5,10,9,5,10,7,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d580c0>
1.7634,71.1654,292.14,291.0119574,17,282.06,2,5,5,2,6,1,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58140>
3.074,128.5219,490.626,490.2249912,34,456.354,3,9,5,3,10,7,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d581c0>
2.87958,93.8653,430.379,430.0610408,29,416.267,2,6,5,2,11,5,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58240>
-0.3954,71.6042,339.366,339.0987876,22,318.198,2,9,8,2,10,3,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d582c0>
-1.2886,54.859,263.2,263.0717623,18,252.112,4,7,7,4,9,2,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58340>
1.4103,80.6169,297.29,297.0880805,22,284.186,2,6,6,2,6,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d583c0>
5.7693,104.261,317.476,317.2143499,24,290.26,0,1,1,0,1,4,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58440>
1.4386,113.7857,429.537,429.2394957,31,396.273,1,7,6,1,7,9,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d584c0>
4.1758,143.7156,500.659,500.2806323,37,462.355,2,5,5,2,5,10,196,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58540>
2.92876,82.844,293.374,293.1640456,22,274.222,0,5,5,0,5,4,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d585c0>
5.69592,156.9097,575.687,575.2090068,41,542.423,2,9,7,2,10,8,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d58640>
8.0655,255.3218,929.161,928.5074286,67,856.585,0,14,12,0,14,24,364,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d586c0>
